FuelGroup,Year,Iron & steel,Chemicals,Non-metallic minerals,Pass Road,Pass Rail,Pass Aviation,Freight Road,Freight Rail,Maritime
Power,2030,0.019142255175240618,0.0178886954337427,0.0008262473801370174,0.010456274035926217,0.00257001036006667,0.0,0.0051322596440262136,0.0018897173957487,0.0
Hydrogen,2030,0.0014029518274068084,0.0,0.0,0.0004749265328327009,0.0,1.476117438131176e-09,0.0003323772503478009,0.0,0.0
Methanol,2030,0.0,0.0001097993165784006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Synthetic Gases,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biogenic Gases,2030,0.0,0.0,0.00012873169932680272,0.00013939759209350027,0.0,0.0,5.860434142776178e-05,0.0,0.0
Fossil Gases,2030,0.0,0.0,0.0,0.0018284894720139032,0.0,0.0,0.0002448753361553007,0.0,0.0
Synthetic Liquids,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biogenic Liquids,2030,0.0,0.0,0.0,0.008595789354022216,6.346816045433544e-05,0.002484438036621906,0.01159820150876053,0.0002085286596075,0.0114125029185747
Fossil Liquids,2030,0.0,0.0,0.0,0.08561944889763626,0.0004469876423516947,0.022430536176281556,0.07309103723387779,0.001262224415311,0.111521175375845
Fossil Residuals,2030,0.012626566446662078,0.0,0.006984015524740046,0.0,0.0,0.0,0.0,0.0,0.0
Biomass [Solid],2030,0.0,0.0,0.0009191618769848192,0.0,0.0,0.0,0.0,0.0,0.0
Renewable Energy Carrier,2030,0.0,0.0,0.0006472700256442136,0.0,0.0,0.0,0.0,0.0,0.0
Overall Demand,2030,0.0331717734493095,0.0179984947503211,0.0095054265068329,0.1071143258845248,0.0030804661628727,0.0249149756890209,0.0904573553145954,0.0033604704706672,0.1229336782944197
Power,2040,0.018673284932326086,0.016318658494551358,0.0015319323562814325,0.015308878185918123,0.003099268544087674,0.0,0.011798091707392388,0.002049293468758665,0.007225934957707601
Hydrogen,2040,0.003480166224299157,0.0008985636094104511,0.0004305283834936379,0.00043991637349479775,0.0,1.4399191731858979e-09,0.0012443393738094902,0.0,0.0014858374503929478
Methanol,2040,0.0,0.00010016256114452571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ammonia,2040,0.0,0.0004492818047052256,8.610567669872759e-05,0.0,0.0,0.0,0.0,0.0,0.011886699603143583
Synthetic Gases,2040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biogenic Gases,2040,0.0,0.0,0.00010452433099683209,6.435199256074332e-05,0.0,0.0,3.102140836915262e-05,0.0,0.0
Fossil Gases,2040,0.0,0.0,0.0,0.0008441102829201788,0.0,0.0,0.00012962141741274796,0.0,0.0
Synthetic Liquids,2040,0.0,0.0,0.0,0.0,0.0,0.003990302156471429,0.0,0.0,0.0
Biogenic Liquids,2040,0.0,0.0,0.0,0.003968190298385695,6.0643841919121545e-05,0.0019814024616304216,0.006139349689552918,0.00016423076076064027,0.009188308584105555
Fossil Liquids,2040,0.0,0.0,0.0,0.039525662213877925,0.00042709679512580484,0.017888922541133275,0.03868974309611416,0.0009940891403961442,0.08978669975607687
