Category,Country,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
FE|Transport|Freight|Road|Light,EL,0.004480203159817989,489664968102.9965,68026537736.33225,1101672193353.3176,1278154651412.4077,1027828961839.3424,786017543335.9648,642557702794.0458,56205206498.77293,0.0036487771430243946
FE|Transport|Freight|Road|Light,ES,0.020731462011976315,2265850525679.125,314782507082.63403,5097821328951.251,5914467191765.397,4756122951809.857,3637177212534.8237,2973338514077.2744,260081086021.98587,0.016884163961406344
FE|Transport|Freight|Road|Light,EU27_2020,0.930521360457697,101701573797869.0,14128856255753.0,228813174663979.0,265467918011987.0,213476212968749.0,163252890031512.0,133456820248477.0,11673610180251.0,0.757837301126305
FE|Transport|Freight|Road|Light,FI,0.0011130358580758773,121649543223.91875,16900121066.020058,273693091876.9226,317537376864.4631,255347904924.59875,195273669430.02216,159633333261.9877,13963297647.920742,0.0009064811691438553
FE|Transport|Freight|Road|Light,FR,0.03732411421556126,4079348758277.7134,566722127008.0089,9177918345671.092,10648175650232.271,8562737937828.669,6548231746726.921,5353082490604.724,468239825748.13226,0.0303975891215845
FE|Transport|Freight|Road|Light,HR,0.0016555239233565296,180940917232.21228,25137154862.903366,407089724892.5588,472303493319.4036,379803186316.4137,290449071337.087,237437815019.92734,20768938518.33555,0.0013482955204912582
FE|Transport|Freight|Road|Light,HU,0.006252642614485021,683384198699.067,94938915400.28831,1537511192602.6987,1783812911209.174,1434454407076.4097,1096978554739.2324,896763725089.3937,78440877963.31877,0.0050922912737198485
FE|Transport|Freight|Road|Light,IE,0.002039006866054914,222853785065.6603,30959885650.355244,501387344782.9204,581707127365.1353,467780195576.1432,357728234754.1487,292437534883.29736,25579822581.90454,0.0016606125619609677
FE|Transport|Freight|Road|Light,IT,0.5797280003136983,63361522380952.37,8802477763474.99,142553851883777.34,165390276673317.2,132998707303227.23,101708865056949.05,83145491139310.12,7272824648442.023,0.4721433830696634
FE|Transport|Freight|Road|Light,LT,0.0160501641383042,1754206858590.2854,243702586128.4902,3946700383704.183,4578942342011.908,3682159704626.976,2815879132285.017,2301939494769.4966,201353098855.73044,0.01307161080883068
FE|Transport|Freight|Road|Light,LU,0.00021044795635882964,23000964054.93664,3195401041.893718,51748693842.261826,60038579659.231606,48280066057.15948,36921492119.112236,30182773095.746128,2640119303.177605,0.0001713934983674911
FE|Transport|Freight|Road|Light,LV,0.0007997022341637388,87403663408.77957,12142523959.198954,196645036600.6407,228146602705.1332,183464251017.2487,140301670052.65915,114694537763.86197,10032453352.077234,0.0006512952937966177
FE|Transport|Freight|Road|Light,NL,0.0047514471924583615,519310655107.1484,72145054634.77461,1168370509861.1472,1355537709639.891,1090056602535.2606,833605244289.5054,681459943673.0223,59608026933.98091,0.003869684318698134
FE|Transport|Freight|Road|Light,PL,0.03317127454341261,3625463067593.512,503666213114.6231,8156744120516.859,9463414344956.459,7610011300967.14,5819647635576.25,4757475768181.845,416141471498.74725,0.027015424087131795
FE|Transport|Freight|Road|Light,PT,0.0023944300812388185,261699857691.7868,36356562965.55509,588785138827.6547,683105617456.3114,549319862694.92505,420084532555.3341,343412885000.57227,30038690738.383568,0.0019500771369817035
FE|Transport|Freight|Road|Light,RO,0.03586033176355388,3919364274962.2207,544496337538.8308,8817977430723.703,10230573973935.72,8226923256142.11,6291422257098.357,5143144535516.475,449876329261.5807,0.02920545212182806
FE|Transport|Freight|Road|Light,SE,0.002712440326403355,296456870041.4779,41185168984.41796,666983165078.204,773830582274.7295,622276406959.0962,475877009535.34045,389022408789.7117,34028204352.07521,0.002209071756737091
FE|Transport|Freight|Road|Light,SI,0.001936121198501698,211608869305.46796,29397689585.429268,476087983348.9232,552354932865.0636,444176607725.97394,339677727495.9142,277681512480.9311,24289097589.239803,0.001576820184981297
FE|Transport|Freight|Road|Light,SK,0.0039844813070615,435484919440.2422,60499593059.86946,979775270080.4012,1136730441548.4016,914102584015.7804,699046917455.3657,571460503946.269,49986258806.841774,0.00324505023575864
FE|Transport|Pass|Aviation,AT,652365057505.1566,6697582068615.671,5819972987893.658,5706221487755.7705,5640751424676.269,5686084551852.584,5633263257863.292,5514893068392.406,538914887201.3135,527637195140.3277
FE|Transport|Pass|Aviation,BE,626421780255.1456,6431232382175.844,5588524091182.469,5479296264824.67,5416429817586.492,5459960135318.288,5409239440462.722,5295576600976.711,517483300435.62964,506654100041.2536
FE|Transport|Pass|Aviation,BG,167400756107.72473,1718639417426.0935,1493439704489.7383,1464250392596.9568,1447450384785.621,1459083135005.3596,1445528876617.8677,1415154381555.5164,138288767243.63177,135394844345.03418
FE|Transport|Pass|Aviation,CY,153137822933.28122,1572207347872.366,1366195173458.526,1339492858725.2244,1324124250594.0012,1334765863480.3318,1322366459384.4507,1294579941839.9727,126506243127.05713,123858889179.96494
FE|Transport|Pass|Aviation,CZ,274409341062.0673,2817255555020.919,2448100084812.261,2400251914775.3296,2372712737650.1104,2391781560257.363,2369562932342.0674,2319771967420.8027,226687921715.18445,221944099201.1597
FE|Transport|Pass|Aviation,DE,3146071197729.7046,32299507458423.52,28067182903389.02,27518609195822.65,27202875731256.54,27421497565874.496,27166763579535.547,26595915954452.227,2598950672091.144,2544563298393.325
FE|Transport|Pass|Aviation,DK,576449124245.1145,5918182271714.895,5142700844266.177,5042186643081.306,4984335352469.908,5024393048938.229,4977718586056.867,4873123173914.21,476201187043.7991,466235883664.5482
FE|Transport|Pass|Aviation,EE,58562681150.08659,601240607001.3591,522457814794.0411,512246365305.32214,506369130795.45465,510438676583.998,505696919553.5711,495070851244.25793,48378281980.493614,47365885812.61464
FE|Transport|Pass|Aviation,EL,406272114545.23004,4171040122478.044,3624493226890.8145,3553652427001.182,3512879763504.396,3541111786702.119,3508216372462.5615,3434499200424.916,335618973248.657,328595586958.88715
FE|Transport|Pass|Aviation,ES,3626473147340.3184,37231610192044.6,32353013877778.883,31720673509492.883,31356727858233.633,31608733030028.984,31315101416783.938,30657085925881.652,2995807860420.316,2933115588734.9727
FE|Transport|Pass|Aviation,EU27_2020,15358660568302.0,157681482839692.0,137019891867888.0,134341835065713.0,132800470357939.0,133867750257116.0,132624176102083.0,129837381284406.0,12687697988276.0,12422186765126.0
FE|Transport|Pass|Aviation,FI,311238755262.83234,3195369038124.9917,2776667952361.9507,2722397916122.439,2691162612046.266,2712790726415.9824,2687590060617.8003,2631116480361.928,257112481356.0706,251731974232.1571
FE|Transport|Pass|Aviation,FR,2554188657691.0703,26222876220616.734,22786795250186.87,22341426835516.32,22085093528555.496,22262585192033.344,22055775295580.62,21592323441627.07,2110000032212.91,2065844765440.5557
FE|Transport|Pass|Aviation,HR,73973624554.29108,759458857683.2405,659944139818.0006,647045517080.8057,639621670861.4661,644762129705.8397,638772565235.6354,625350215504.2959,61109170508.0065,59830359282.97139
FE|Transport|Pass|Aviation,HU,319972019046.978,3285030110937.314,2854580401434.9546,2798787564663.5664,2766675807558.127,2788910800167.621,2763003011434.9385,2704944799879.5576,264326978535.1979,258795496035.59274
FE|Transport|Pass|Aviation,IE,745567921921.3217,7654460163596.087,6651467788321.572,6521464704009.278,6446640986342.799,6498450820475.083,6438082991236.344,6302801349207.956,615909218191.029,603020291450.9403
FE|Transport|Pass|Aviation,IT,2413301118820.9014,24776437845089.89,21529889073005.98,21109086917231.184,20866892804193.805,21034594132270.207,20839191747646.137,20401303624426.305,1993613675762.9592,1951893987445.227
FE|Transport|Pass|Aviation,LT,110948926583.25136,1139070115217.3022,989813522845.2444,970467595756.8159,959332981573.4817,967042869987.9673,958059455255.0223,937928019166.959,91654247214.5622,89736229359.2099
FE|Transport|Pass|Aviation,LU,89510358527.95232,918968551940.6201,798552685764.046,782944955945.7545,773961873924.922,780181987065.6587,772934430029.1531,756692974456.5929,73943973875.48495,72396573002.10403
FE|Transport|Pass|Aviation,LV,120793112019.66936,1240136594944.5056,1077636885958.6436,1056574449305.2937,1044451892199.398,1052845857274.9529,1043065369481.3956,1021147727829.6075,99786470151.73888,97698271979.91203
FE|Transport|Pass|Aviation,MT,143931177354.70493,1477686245569.6343,1284059522629.3103,1258962550999.1572,1244517903555.0457,1254519742698.0107,1242865790749.1545,1216749798578.453,118900688067.96861,116412493034.36404
FE|Transport|Pass|Aviation,NL,1484829780806.8677,15244178394395.387,13246677020017.62,12987770426120.447,12838755854764.469,12941937312008.547,12821712248642.953,12552293185705.584,1226609035279.8499,1200940197198.668
FE|Transport|Pass|Aviation,PL,928358245258.0497,9531098370704.31,8282203113626.294,8120327271490.704,8027159079573.955,8091671091542.242,8016502927282.048,7848054387428.753,766911215231.1996,750862320073.7292
FE|Transport|Pass|Aviation,PT,1136809570710.7104,11671188253614.502,10141869062113.312,9943646008085.885,9829558054650.053,9908555438478.928,9816509195576.23,9610237626108.734,939111613230.5929,919459137790.7117
FE|Transport|Pass|Aviation,RO,431873007587.30365,4433874681451.62,3852887596357.247,3777582823489.7505,3734240905151.5635,3764251945368.5947,3729283654474.767,3650921257305.6543,356767718460.0955,349301759434.565
FE|Transport|Pass|Aviation,SE,454153102676.6244,4662615880325.698,4051655985460.4966,3972466280053.3613,3926888375568.8687,3958447669133.5693,3921675383008.4165,3839270312114.199,375173172268.1436,367322048450.88165
FE|Transport|Pass|Aviation,SI,23540010509.775124,241676267714.64236,210008527779.77167,205903906482.32062,203541477723.70343,205177283133.4115,203271273911.515,198999991334.17264,19446262430.284927,19039316983.732536
FE|Transport|Pass|Aviation,SK,30696644346.004524,315150684993.34424,273855318977.30856,268502810740.72263,265422156406.8628,267555279366.18463,265069805233.51736,259499967355.85297,25358315003.030495,24827650004.565117
FE|Transport|Pass|Domestic Aviation,AT,0.00044930528257256864,0.0004414991637725667,0.00020631104786794107,0.00022247323151799745,0.00023166784847305843,0.00029411375685073604,0.0003291162751694205,0.00030175716207894384,0.00027662418069329393,0.0002601462250539957
FE|Transport|Pass|Domestic Aviation,BE,1.140203959206158e-05,1.1203943377593899e-05,5.235564386425922e-06,5.645712820063244e-06,5.879045012276036e-06,7.463737530485037e-06,8.351997952010442e-06,7.657704555602575e-06,7.019903799766942e-06,6.601742006698845e-06
FE|Transport|Pass|Domestic Aviation,BG,0.0003895696860620915,0.0003828013987344459,0.00017888178320287992,0.0001928951880188213,0.00020086737125275814,0.00025501103229156393,0.0002853599300270143,0.0002616382389830796,0.00023984671315869615,0.0002255595185622033
FE|Transport|Pass|Domestic Aviation,CY,1.501336174043696e-06,1.4752523308575598e-06,6.89380364048965e-07,7.433856738161569e-07,7.741091297302969e-07,9.827697104197382e-07,1.0997292677024427e-06,1.0083098525170652e-06,9.243289700760744e-07,8.692685204550083e-07
FE|Transport|Pass|Domestic Aviation,CZ,3.530845119224715e-05,3.46950108982167e-05,1.6212859822964618e-05,1.748295767113755e-05,1.8205512460901777e-05,2.3112795757204117e-05,2.5863452732757025e-05,2.3713449279231543e-05,2.173838537281609e-05,2.0443472726548225e-05
FE|Transport|Pass|Domestic Aviation,DE,0.021581173242608966,0.021206227278896605,0.009909597413164403,0.010685904522962059,0.01112754326860612,0.014126964862927313,0.01580821687812283,0.014494095316967263,0.01328690001696682,0.012495425647247418
FE|Transport|Pass|Domestic Aviation,DK,0.0028233370658203106,0.0027742851062661014,0.0012964139330805828,0.0013979735940365591,0.0014557505752165005,0.0018481471362407761,0.0020680953790042805,0.001896176638957336,0.0017382464283121572,0.001634702524579266
FE|Transport|Pass|Domestic Aviation,EE,0.00010301736008650924,0.00010122756196374183,4.7303293178183354e-05,5.1008981843424526e-05,5.3117136816127424e-05,6.743482431901888e-05,7.546025195905148e-05,6.918731524049878e-05,6.342478919444712e-05,5.9646699874277725e-05
FE|Transport|Pass|Domestic Aviation,EL,0.020752990222132676,0.020392432905286348,0.009529314088199703,0.010275830214913078,0.010700520961196072,0.013584838987803797,0.015201572528657179,0.013937880717152204,0.012777011844293598,0.012015910505121472
FE|Transport|Pass|Domestic Aviation,ES,0.08682966265863264,0.08532110558537388,0.03987026056438364,0.042993653519227445,0.044770542239324654,0.05683841094498556,0.06360275798406828,0.05831552310740782,0.05345849520240159,0.050274078314907975
FE|Transport|Pass|Domestic Aviation,EU27_2020,0.27394211652995,0.269182713983617,0.125788160764229,0.135642268802959,0.141248240793606,0.179321606438608,0.200662695279579,0.183981802271879,0.168658185162212,0.158611550459699
FE|Transport|Pass|Domestic Aviation,FI,0.0024415175205485234,0.002399099199293621,0.0011210908431083205,0.0012089158834149903,0.001258879280822605,0.0015982093205624407,0.0017884124297916004,0.0016397434589426353,0.0015031712511881599,0.001413630311082097
FE|Transport|Pass|Domestic Aviation,FR,0.044819666077524356,0.04404098028960229,0.02058019932594891,0.022192429812382494,0.023109622815939083,0.02933880566767453,0.03283042093187406,0.03010126024657912,0.027594163453085428,0.025950433681725966
FE|Transport|Pass|Domestic Aviation,HR,0.0007949913180339274,0.0007811793355929228,0.0003650424293487013,0.00039363945720623483,0.0004099082190824997,0.0005203986961201866,0.0005823314159256415,0.0005339227765891468,0.0004894530078753261,0.00046029725970075507
FE|Transport|Pass|Domestic Aviation,HU,1.6906938896888464e-07,1.6613201924071616e-07,7.763292387938793e-08,8.371460290722485e-08,8.717445154620458e-08,1.1067226468690743e-07,1.238433860025273e-07,1.135484068149848e-07,1.0409110023379214e-07,9.789059915033875e-08
FE|Transport|Pass|Domestic Aviation,IE,0.00027440638107203145,0.00026963891250842537,0.00012600134077318936,0.00013587214910252882,0.0001414876218375379,0.00017962551247742051,0.0002010027692175221,0.00018429360619697473,0.00016894401932343733,0.00015888035804495013
FE|Transport|Pass|Domestic Aviation,IT,0.06697305128571074,0.06580947806497871,0.030752543817324625,0.033161664734592,0.034532206272314306,0.04384033859698939,0.04905778327305473,0.044979657875443564,0.04123335771697151,0.038777168103985724
FE|Transport|Pass|Domestic Aviation,LT,3.381387779377693e-07,3.322640384814323e-07,1.5526584775877586e-07,1.674292058144497e-07,1.7434890309240916e-07,2.2134452937381487e-07,2.476867720050546e-07,2.270968136299696e-07,2.0818220046758428e-07,1.957811983006775e-07
