Category,Country,Year,Value
FE|Transport|Freight|Road|Light,HR,2015,0.007078428364597253
FE|Transport|Freight|Road|Light,HU,2015,0.02020359390738346
FE|Transport|Freight|Road|Light,IE,2015,0.03252482812722037
FE|Transport|Freight|Road|Light,IT,2015,0.19182052417115
FE|Transport|Freight|Road|Light,LT,2015,0.0023457219667068403
FE|Transport|Freight|Road|Light,LU,2015,0.002970399131980585
FE|Transport|Freight|Road|Light,LV,2015,0.003285320383527325
FE|Transport|Freight|Road|Light,MT,2015,0.000675560766454689
FE|Transport|Freight|Road|Light,NL,2015,0.06445935398162385
FE|Transport|Freight|Road|Light,PL,2015,0.12373377276891248
FE|Transport|Freight|Road|Light,PT,2015,0.03044634889419905
FE|Transport|Freight|Road|Light,RO,2015,0.06229629878852775
FE|Transport|Freight|Road|Light,SE,2015,0.030122087581477556
FE|Transport|Freight|Road|Light,SI,2015,0.004126683322444694
FE|Transport|Freight|Road|Light,SK,2015,0.004678378856530884
FE|Transport|Freight|Road|Light,EU27,2015,1.4128856255753
FE|Transport|Freight|Road|Light,AT,2020,0.011329500881762425
FE|Transport|Freight|Road|Light,BE,2020,0.026697101173200864
FE|Transport|Freight|Road|Light,BG,2020,0.019368821078135045
FE|Transport|Freight|Road|Light,CY,2020,0.0043922373987121555
FE|Transport|Freight|Road|Light,CZ,2020,0.023442234217425424
FE|Transport|Freight|Road|Light,DE,2020,0.5072882698752365
FE|Transport|Freight|Road|Light,DK,2020,0.030019018482569073
FE|Transport|Freight|Road|Light,EE,2020,0.010539880033731958
FE|Transport|Freight|Road|Light,EL,2020,0.049295926901233904
FE|Transport|Freight|Road|Light,ES,2020,0.17508382671232794
FE|Transport|Freight|Road|Light,FI,2020,0.0644032488049002
FE|Transport|Freight|Road|Light,FR,2020,0.4257340502893431
FE|Transport|Freight|Road|Light,HR,2020,0.01146333175465331
FE|Transport|Freight|Road|Light,HU,2020,0.03271919805743581
FE|Transport|Freight|Road|Light,IE,2020,0.05267311836483075
FE|Transport|Freight|Road|Light,IT,2020,0.3106483802143415
FE|Transport|Freight|Road|Light,LT,2020,0.0037988360866979412
FE|Transport|Freight|Road|Light,LU,2020,0.004810484607562329
FE|Transport|Freight|Road|Light,LV,2020,0.005320491433530442
FE|Transport|Freight|Road|Light,MT,2020,0.0010940531976039278
FE|Transport|Freight|Road|Light,NL,2020,0.10439025745851846
FE|Transport|Freight|Road|Light,PL,2020,0.20038364640363715
FE|Transport|Freight|Road|Light,PT,2020,0.04930707497694426
FE|Transport|Freight|Road|Light,RO,2020,0.10088724548963247
FE|Transport|Freight|Road|Light,SE,2020,0.04878194216335007
FE|Transport|Freight|Road|Light,SI,2020,0.006683056963347552
FE|Transport|Freight|Road|Light,SK,2020,0.007576513619124625
FE|Transport|Freight|Road|Light,EU27,2020,2.28813174663979
FE|Transport|Freight|Road|Light,AT,2025,0.013144431108974588
FE|Transport|Freight|Road|Light,BE,2025,0.030973845259622275
FE|Transport|Freight|Road|Light,BG,2025,0.022471610795620194
FE|Transport|Freight|Road|Light,CY,2025,0.00509585219191515
FE|Transport|Freight|Road|Light,CZ,2025,0.027197564652421093
FE|Transport|Freight|Road|Light,DE,2025,0.5885533515867182
FE|Transport|Freight|Road|Light,DK,2025,0.034827917356742594
FE|Transport|Freight|Road|Light,EE,2025,0.012228316891105179
FE|Transport|Freight|Road|Light,EL,2025,0.057192891537647166
FE|Transport|Freight|Road|Light,ES,2025,0.20313139321260512
FE|Transport|Freight|Road|Light,FI,2025,0.07472033198504609
FE|Transport|Freight|Road|Light,FR,2025,0.49393454779470136
FE|Transport|Freight|Road|Light,HR,2025,0.01329970102839354
FE|Transport|Freight|Road|Light,HU,2025,0.03796065239724465
FE|Transport|Freight|Road|Light,IE,2025,0.061111092436199034
FE|Transport|Freight|Road|Light,IT,2025,0.36041272033572197
FE|Transport|Freight|Road|Light,LT,2025,0.004407390913069068
FE|Transport|Freight|Road|Light,LU,2025,0.0055811005431555625
FE|Transport|Freight|Road|Light,LV,2025,0.006172807950128447
FE|Transport|Freight|Road|Light,MT,2025,0.0012693151300784504
FE|Transport|Freight|Road|Light,NL,2025,0.12111306243158736
FE|Transport|Freight|Road|Light,PL,2025,0.23248411938055266
FE|Transport|Freight|Road|Light,PT,2025,0.05720582548016605
FE|Transport|Freight|Road|Light,RO,2025,0.11704888520264553
